koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_impact,koi_model_snr,koi_steff,koi_slogg,ra,dec
2,0.0,0,0,1,0.715,27.0,6253.0,4.415,295.79526,47.66396
0,0.4808294015396076,0,0,0,0.7127,35.7,4500.0,4.572,296.82162,47.354031
1,0.994,0,0,0,0.283,25.5,5676.0,4.1,295.92065,47.448608
0,0.997,0,0,0,0.238,23.6,5676.0,4.1,295.92065,47.448608
1,0.998,0,0,0,0.337,1252.5,3807.0,4.762,292.0683,38.84227
0,0.632,0,0,0,0.042,267.4,7221.0,3.488,282.00031,48.542221
2,0.0,0,1,1,0.766,270.1,6013.0,4.381,297.31006,49.703041
0,0.0,0,0,0,0.005,37.2,7221.0,3.488,282.00031,48.542221
0,0.999,0,0,0,0.46,71.2,6247.0,4.016,295.80267,45.988079
1,1.0,0,0,0,0.893,53.6,6202.0,4.026,287.36182,38.714016
2,0.0,0,1,0,1.197,184.3,7240.0,4.178,290.94437,38.538868
2,0.0,0,0,1,1.213,35.6,3995.0,4.71,298.9917,41.074989
2,0.0,0,1,1,0.113,63.6,5791.0,4.575,291.82181,41.11269
1,1.0,0,0,0,0.412,73.5,5041.0,4.576,296.86099,41.09734
1,1.0,0,0,0,0.698,39.7,5041.0,4.576,296.86099,41.09734
0,1.0,0,0,0,0.62,29.8,6061.0,4.486,294.16321,41.451801
2,0.0,0,1,1,1.276,187.6,6266.0,3.923,299.39972,45.316051
1,0.993,0,0,0,0.136,27.2,4941.0,3.317,286.49042,38.374908
1,1.0,0,0,0,0.639,24.5,4941.0,3.317,286.49042,38.374908
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,291.6069,38.348061
1,0.995,0,0,0,0.314,24.8,5982.0,4.493,287.44409,38.088428
2,0.0,0,0,1,0.69,20.1,5699.0,4.553,292.27905,38.284531
0,0.752,0,0,0,0.963,105.3,6276.0,4.405,292.37476,37.630959
2,0.0,0,1,0,1.145,39.6,5534.0,4.629,292.07849,38.631481
2,0.0,0,1,0,0.785,298.0,6715.0,4.347,296.13391,38.999008
2,0.0,0,1,1,1.018,154.6,5751.0,4.028,293.92599,38.73798
2,0.0,0,1,0,0.663,882.6,5114.0,4.522,286.86926,39.103729
2,0.0,1,0,0,1.224,195.2,5555.0,4.375,291.99988,38.437698
2,1.0,0,1,0,1.203,76.7,4283.0,2.012,292.71964,48.852016
2,0.0,1,0,0,1.228,249.3,6362.0,3.761,284.02679,49.415428
2,0.0,0,1,0,1.187,56.3,3598.0,0.65,298.80411,40.843563
2,0.0,0,1,0,1.272,221.1,8214.0,4.104,295.59872,50.720669
2,0.4808294015396076,1,0,0,0.0303,6.1,5066.0,3.122,283.73642,44.71331
2,0.0,0,1,1,0.003,66.9,4506.0,4.626,291.76196,37.09864
0,0.0,0,0,0,0.728,60.9,6038.0,4.082,295.58658,45.364979
1,1.0,0,0,0,0.202,29.8,5839.0,4.327,290.51047,41.24482
1,0.945,0,0,0,0.077,17.7,5839.0,4.327,290.51047,41.24482
1,0.765,0,0,0,0.027,15.5,5839.0,4.327,290.51047,41.24482
1,0.815,0,0,0,0.67,11.8,5839.0,4.327,290.51047,41.24482
1,0.999,0,0,0,0.286,21.1,5553.0,4.32,290.60794,41.201092
0,0.931,0,0,0,0.061,35.2,6085.0,4.451,289.7767,38.26228
1,1.0,0,0,0,0.014,42.2,5952.0,4.287,291.97617,38.05508
1,0.912,0,0,0,0.058,36.1,5952.0,4.287,291.97617,38.05508
2,0.0,0,0,1,1.195,24.0,5766.0,4.363,290.13492,38.404221
1,0.989,0,0,0,0.091,38.7,5765.0,4.236,291.42358,38.216591
2,0.0,0,1,1,0.937,115.3,6122.0,4.471,295.29193,38.964588
2,0.0,0,1,1,0.943,103.4,5778.0,4.531,291.44507,38.637211
2,0.0,0,1,1,1.253,182.2,3920.0,4.7,285.08026,39.18211
2,0.0,0,1,1,1.27,148.0,6261.0,3.686,291.47629,38.50058
2,0.0,0,1,1,1.298,103.4,5587.0,4.528,294.74054,39.015511
1,0.994,0,0,0,0.065,243.5,6198.0,4.237,300.51712,44.38158
2,0.4808294015396076,0,0,0,0.9848,24.2,7443.0,4.166,289.87411,49.68549
0,0.711,0,0,0,0.374,19.4,5296.0,4.576,291.0488,36.839882
2,0.0,0,0,1,0.242,22.2,5346.0,4.44,298.44775,47.264999
1,1.0,0,0,0,0.377,38.4,5251.0,4.494,291.92596,38.014118
1,0.881,0,0,0,0.015,17.4,5251.0,4.494,291.92596,38.014118
1,1.0,0,0,0,0.426,48.8,5873.0,4.293,291.65317,44.688271
2,0.4808294015396076,1,0,0,0.4722,8.6,5234.0,2.41,288.68259,41.30732
2,0.0,0,1,1,1.246,59.2,5589.0,4.193,288.44287,41.17218
2,0.4808294015396076,0,0,0,1.1117,54.4,7117.0,4.176,293.2735,41.25769
2,0.0,0,0,1,0.674,34.7,6802.0,4.103,298.13794,41.334358
2,0.0,0,1,1,1.274,58.1,6148.0,4.346,286.49072,37.489979
1,1.0,0,0,0,0.942,38.0,5751.0,4.447,290.88467,38.057571
1,1.0,0,0,0,0.02,38.9,6353.0,3.698,291.03192,38.21196
0,1.0,0,0,0,0.993,19.1,5973.0,4.371,291.65097,38.028179
2,0.0,0,0,0,0.04,27.2,5370.0,4.494,294.49011,38.194126
0,1.0,0,0,0,0.968,71.6,5697.0,4.392,287.88812,39.078709
1,1.0,0,0,0,0.063,28.1,4362.0,4.722,293.80441,38.63913
0,0.0,0,0,0,0.324,14.4,4362.0,4.722,293.80441,38.63913
1,0.999,0,0,0,0.142,14.9,4362.0,4.722,293.80441,38.63913
1,1.0,0,0,0,0.022,79.3,6198.0,4.237,300.51712,44.38158
1,1.0,0,0,0,0.171,41.0,5511.0,4.554,295.57416,42.806438
1,1.0,0,0,0,0.319,41.9,5095.0,4.566,291.36478,37.609169
1,1.0,0,0,0,0.945,26.3,5095.0,4.566,291.36478,37.609169
2,0.4808294015396076,0,0,0,1.01,63.0,5619.0,4.536,296.38229,48.045311
2,0.0,0,0,1,0.01,121.1,5619.0,4.536,296.38229,48.045311
1,1.0,0,0,0,0.424,1225.3,6063.0,4.261,285.24084,46.668251
2,1.0,0,0,1,1.267,37.3,3337.0,5.126,292.26181,41.442554
1,1.0,0,0,0,0.019,21.6,5366.0,4.363,296.68045,41.38652
1,1.0,0,0,0,0.924,33.4,6021.0,4.093,293.08463,41.135441
1,0.758,0,0,0,0.621,20.9,6021.0,4.093,293.08463,41.135441
1,1.0,0,0,0,0.966,22.8,6021.0,4.093,293.08463,41.135441
2,0.0,0,0,1,0.497,16.5,5370.0,4.494,294.49011,38.194126
2,0.0,0,1,0,0.337,765.0,4889.0,4.569,297.75708,41.680454
2,0.0,0,1,0,1.1,930.3,5850.0,4.404,290.35294,41.769741
2,0.0,0,1,1,1.297,245.6,5705.0,4.452,298.71152,41.635792
2,0.001,0,1,0,1.264,185.0,5941.0,4.504,292.23679,41.7393
2,0.0,0,1,1,1.269,102.8,6110.0,4.352,296.29855,41.602718
1,1.0,0,0,0,0.346,34.5,4736.0,4.624,293.74393,38.939281
2,0.4808294015396076,0,0,0,1.1898,64.8,6277.0,4.449,294.65121,38.636459
0,1.0,0,0,0,0.093,19.6,3683.0,4.84,292.57703,39.12088
1,0.99,0,0,0,0.181,22.6,4109.0,4.672,291.69247,38.572899
1,1.0,0,0,0,0.011,80.8,6198.0,4.237,300.51712,44.38158
1,0.999,0,0,0,0.938,25.3,5779.0,4.477,293.56815,39.03632
0,0.4808294015396076,0,0,0,1.8572,52.8,5619.0,4.536,296.38229,48.045311
2,0.4808294015396076,0,0,0,0.5581,1328.2,5355.0,2.754,293.47363,46.970402
1,0.999,0,0,0,0.392,32.4,5547.0,4.451,296.49612,47.182861
1,0.848,0,0,0,0.037,26.2,5782.0,4.28,291.49942,37.05928
1,1.0,0,0,0,0.676,23.0,5830.0,4.54,290.72867,37.252651
1,0.884,0,0,0,0.815,15.7,6021.0,4.093,293.08463,41.135441
2,0.0,0,1,1,0.923,86.2,9651.0,4.229,299.15353,40.286961
1,1.0,0,0,0,0.029,28.3,5907.0,4.445,290.1315,41.3815
2,0.0,0,1,1,0.636,21.0,7839.0,4.08,297.98123,41.44487
2,0.0,0,1,0,0.684,3420.3,6214.0,4.021,299.0209,44.17276
2,0.557,0,1,0,1.222,717.4,6424.0,4.186,285.06335,44.167885
2,0.0,0,1,1,1.261,253.4,8601.0,4.137,294.1434,39.089779
1,1.0,0,0,0,0.02,115.4,5192.0,4.489,299.13922,40.94902
2,0.0,0,1,0,0.945,100.0,5887.0,4.499,294.02725,41.675968
2,0.0,0,1,1,0.941,55.9,5334.0,4.372,297.75311,41.675991
1,1.0,0,0,0,0.043,34.1,5831.0,4.517,290.21518,41.77597
2,0.0,0,1,0,1.26,251.9,5496.0,4.592,291.07126,38.999039
2,0.0,0,0,1,1.216,48.2,5497.0,4.577,294.07071,38.981331
2,0.0,0,1,1,1.255,86.1,6028.0,3.835,295.94055,38.876389
2,0.0,1,0,0,1.228,82.4,5628.0,4.575,294.61893,38.611889
0,1.0,0,0,0,0.926,37.0,5705.0,4.499,293.87363,38.922482
0,0.4808294015396076,0,0,0,1.3935,164.0,5609.0,4.346,291.03217,38.703911
1,1.0,0,0,0,0.718,19.4,5830.0,4.54,290.72867,37.252651
0,0.99,0,0,0,0.972,20.0,5300.0,4.385,291.14249,37.061321
2,0.0,0,1,1,1.22,65.8,5372.0,4.584,293.71075,38.983608
2,0.0,0,1,1,1.25,79.4,5198.0,4.604,293.67657,38.991379
2,0.4808294015396076,0,0,0,0.8548,414.4,6052.0,4.442,290.77863,37.564079
2,0.0,0,1,0,0.985,175.9,5996.0,3.901,289.87347,43.203838
2,0.008,0,1,0,0.827,282.6,6210.0,4.45,295.03925,44.191059
0,1.0,0,0,0,0.096,537.7,5695.0,4.526,299.78632,44.16954
2,0.0,0,1,0,1.004,938.2,6025.0,4.237,296.30942,44.165741
2,0.0,0,1,1,0.967,73.9,5970.0,3.619,300.867,44.14529
1,1.0,0,0,0,0.5,74.0,5074.0,4.474,287.5932,44.17942
1,1.0,0,0,0,0.357,10.7,5831.0,4.517,290.21518,41.77597
0,1.0,0,0,0,0.33,12.1,5831.0,4.517,290.21518,41.77597
1,1.0,0,0,0,0.12,82.6,5487.0,4.563,291.43329,41.703442
1,1.0,0,0,0,0.66,16.9,5093.0,4.483,287.27264,41.635559
2,0.0,0,1,0,0.8,349.2,5747.0,4.514,282.60336,44.28698
2,0.0,0,0,1,0.942,124.6,6289.0,4.407,301.01672,44.233841
2,0.0,0,0,1,0.775,27.1,5570.0,4.066,292.92276,38.47728
2,0.0,0,1,1,1.193,53.7,5958.0,4.561,292.35287,38.942471
1,0.986,0,0,0,0.648,31.3,6157.0,4.224,292.47971,38.514919
1,0.994,0,0,0,0.004,16.4,6157.0,4.224,292.47971,38.514919
1,0.998,0,0,0,0.61,18.5,6157.0,4.224,292.47971,38.514919
0,0.4808294015396076,0,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,292.47971,38.514919
2,0.0,0,1,0,0.267,704.5,6018.0,4.327,291.38269,37.07299
1,1.0,0,0,0,0.164,41.9,4987.0,4.602,292.46976,37.567791
1,1.0,0,0,0,0.43,14.0,4987.0,4.602,292.46976,37.567791
2,0.0,0,0,1,0.554,33.1,6021.0,4.537,291.07446,37.744389
1,0.976,0,0,0,0.016,54.8,6207.0,3.963,292.04462,37.37624
1,1.0,0,0,0,0.574,29.5,5074.0,4.474,287.5932,44.17942
0,1.0,0,0,0,0.781,361.1,5340.0,4.514,288.0383,50.651611
1,1.0,0,0,0,0.043,31.5,5529.0,4.19,294.48438,44.166908
1,1.0,0,0,0,0.003,30.5,5529.0,4.19,294.48438,44.166908
0,0.4808294015396076,0,0,0,0.0174,5.2,5888.0,4.444,294.48438,44.166908
2,0.0,0,1,1,1.256,146.3,5542.0,4.52,294.99734,44.321388
1,1.0,0,0,0,0.194,178.0,5192.0,4.489,299.13922,40.94902
2,0.0,1,0,1,1.256,63.2,5055.0,4.566,284.51962,44.453941
2,0.0,1,0,1,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,284.51962,44.453941
2,0.0,1,0,1,1.252,117.7,6243.0,4.176,301.40067,44.318039
2,0.0,1,0,1,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,298.21188,44.324638
1,0.985,0,0,0,0.811,23.0,5779.0,4.477,293.56815,39.03632
1,0.829,0,0,0,0.988,12.2,5779.0,4.477,293.56815,39.03632
1,1.0,0,0,0,0.573,28.0,6309.0,4.441,290.0004,38.53989
1,1.0,0,0,0,0.049,38.6,5684.0,3.657,295.97516,38.94664
0,0.4808294015396076,0,0,0,0.7887,61.7,5796.0,4.12,293.95459,38.899971
1,0.991,0,0,0,0.019,29.0,6207.0,3.963,292.04462,37.37624
1,0.998,0,0,0,0.076,23.4,5405.0,4.374,290.68225,37.35511
2,0.046,0,1,0,0.21,425.6,5463.0,3.79,290.32791,37.726742
2,0.0,0,1,1,0.045,63.7,5751.0,4.508,292.89935,37.656059
1,1.0,0,0,0,0.009,155.0,5123.0,4.523,288.4165,41.0298
2,0.0,0,0,1,0.469,45.5,5639.0,4.551,295.51108,44.109261
1,0.998,0,0,0,0.753,38.0,5676.0,4.548,290.5036,44.143581
2,0.0,0,1,1,0.448,19.3,5580.0,4.223,300.32898,44.151119
1,1.0,0,0,0,0.053,100.8,6322.0,4.426,291.27563,47.329491
2,0.964,0,0,1,0.891,269.8,6324.0,3.8,299.70078,47.291752
2,0.0,1,0,0,1.181,63.4,4457.0,4.767,297.39066,47.255711
2,0.0,0,1,1,1.276,78.7,5908.0,4.507,284.99738,44.410198
2,0.0,0,1,1,0.97,76.4,6506.0,4.336,296.29196,44.33226
2,0.762,0,1,0,1.246,202.2,5679.0,3.565,301.47577,44.319759
1,1.0,0,0,0,0.22,20.8,3968.0,4.714,282.72406,44.34647
1,1.0,0,0,0,0.127,27.9,5311.0,4.588,287.47742,44.237511
2,0.0,0,0,1,0.968,34.0,5815.0,4.54,296.30762,44.21146
1,1.0,0,0,0,0.137,116.2,5188.0,4.4,297.31598,46.023258
1,1.0,0,1,0,0.073,603.0,5313.0,2.936,297.00943,50.372318
1,1.0,0,0,0,0.682,45.5,5188.0,4.4,297.31598,46.023258
1,1.0,0,0,0,0.8,56.7,5188.0,4.4,297.31598,46.023258
1,1.0,0,0,0,0.311,53.2,5177.0,4.59,284.68887,46.172249
1,1.0,0,0,0,0.027,437.5,5356.0,4.338,298.07944,44.746319
2,0.0,0,1,0,1.264,37.5,3900.0,4.727,299.65094,40.973282
1,1.0,0,0,0,0.03,23.1,5922.0,4.474,292.26291,37.236992
2,0.0,1,0,0,0.919,66.7,5367.0,3.783,291.69672,37.238041
2,0.0,0,0,1,0.161,17.1,5037.0,4.547,291.15338,36.678841
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,291.35403,36.784519
2,0.0,0,0,0,0.52,21.7,5409.0,4.609,289.71466,47.34222
1,0.4808294015396076,0,0,0,0.7699,302.2,5575.0,4.521,291.14807,40.669399
1,1.0,0,0,0,0.051,47.8,3789.0,4.781,299.83041,47.157459
1,0.99,0,0,0,0.79,39.6,3789.0,4.781,299.83041,47.157459
1,0.992,0,0,0,0.035,28.9,3789.0,4.781,299.83041,47.157459
2,0.4808294015396076,0,0,0,1.2329,170.0,5665.0,4.554,296.33435,47.14558
1,0.998,0,0,0,0.007,66.8,5192.0,4.489,299.13922,40.94902
2,0.0,0,0,1,0.856,27.2,5970.0,4.564,292.85965,44.200642
0,0.996,0,0,0,0.013,33.1,5944.0,4.38,296.54861,44.264671
1,1.0,0,0,0,0.05,18.3,3569.0,4.861,285.62854,44.31089
2,0.0,0,0,1,0.769,26.7,6180.0,4.262,291.89075,44.223728
1,1.0,0,0,0,0.021,50.7,5052.0,4.48,285.39133,46.180939
2,1.0,0,1,1,0.9,156.5,5330.0,4.495,294.79974,46.207569
1,1.0,0,0,0,0.054,27.3,6297.0,4.448,297.9516,46.264721
1,0.999,0,0,0,0.008,28.9,6297.0,4.448,297.9516,46.264721
2,0.0,0,1,1,0.956,36.7,6014.0,4.494,296.65915,46.382172
2,0.0,0,1,0,0.343,2561.1,6038.0,4.524,297.62027,40.943089
2,0.0,0,0,1,0.974,63.0,5741.0,4.491,300.45575,43.934349
2,0.0,0,1,0,1.199,93.3,5572.0,4.597,293.38556,41.349819
1,0.995,0,0,0,0.684,35.9,4719.0,4.753,299.89722,43.903912
1,1.0,0,0,0,0.011,50.4,5897.0,3.98,289.09689,44.004379
2,0.0,0,1,1,0.421,44.3,5222.0,4.528,297.78802,47.10107
0,0.0,0,0,0,1.222,32.9,6161.0,4.454,294.76855,47.13279
0,1.0,0,0,0,0.08,19.0,4999.0,4.49,292.14447,47.157349
0,0.695,0,0,0,0.142,16.2,4999.0,4.49,292.14447,47.157349
1,0.821,0,0,0,0.332,16.5,4999.0,4.49,292.14447,47.157349
1,1.0,0,0,0,0.755,27.7,6071.0,4.202,282.2001,44.422298
1,0.998,0,0,0,0.743,14.3,6071.0,4.202,282.2001,44.422298
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,284.38562,44.391289
1,1.0,0,0,0,0.132,38.7,5718.0,4.395,281.76639,44.292549
1,1.0,0,0,0,0.174,36.7,5528.0,4.499,283.00296,44.284229
1,0.997,0,0,0,0.064,25.6,5528.0,4.499,283.00296,44.284229
1,1.0,0,0,0,0.009,53.8,3755.0,4.781,291.86285,46.42926
1,1.0,0,0,0,0.648,35.6,5474.0,4.605,287.56967,46.56786
2,0.913,0,1,0,0.625,1405.6,6129.0,3.991,297.36032,40.42981
1,1.0,0,0,0,0.668,66.7,5997.0,4.522,290.06799,46.57914
0,0.993,0,0,0,0.001,607.4,3748.0,4.796,292.65704,46.537338
1,1.0,0,0,0,0.568,116.2,4954.0,4.462,294.06848,46.57933
1,1.0,0,0,0,0.255,456.8,5356.0,4.338,298.07944,44.746319
1,0.989,0,0,0,0.374,19.0,5897.0,3.98,289.09689,44.004379
2,0.0,0,0,1,0.968,43.0,5238.0,4.598,295.4722,44.077381
1,1.0,0,0,0,0.871,46.0,5568.0,4.413,294.84384,44.077679
2,0.0,0,0,1,1.151,17.4,5300.0,3.69,297.49332,44.051868
2,0.4808294015396076,1,0,0,0.7351054776654712,259.8950005434192,5706.8232800782525,4.310156613411586,296.48187,44.009151
1,1.0,0,0,0,0.018,21.6,5795.0,4.554,297.39319,47.164631
2,0.983,0,1,0,0.925,170.1,6968.0,4.31,290.10333,39.781631
2,0.0,0,0,1,0.528,34.7,5668.0,4.552,294.59613,47.197449
0,0.993,0,0,0,0.112,12.6,3975.0,4.753,281.05011,47.188148
1,1.0,0,0,0,0.004,36.1,6036.0,4.396,283.1846,47.15567
2,0.0,0,1,1,1.246,238.6,6307.0,4.391,293.24384,38.27327
1,1.0,0,0,0,0.036,200.0,5774.0,4.159,286.6301,38.945599
2,0.0,0,1,1,0.506,314.1,3801.0,4.776,296.69562,47.327309
2,0.0,1,0,0,1.25,578.6,6340.0,4.434,296.32028,47.40657
0,0.871,0,0,0,0.57,1441.9,7226.0,3.967,299.10281,47.377781
2,0.0,0,0,1,1.262,549.5,5252.0,4.596,292.83301,47.495529
2,0.0,0,1,0,0.917,179.0,5337.0,4.486,281.5238,47.755341
1,0.982,0,0,0,0.567,41.9,4954.0,4.462,294.06848,46.57933
1,1.0,0,0,0,0.03,56.6,3731.0,4.75,297.84241,46.574268
1,1.0,0,0,0,0.017,44.8,3731.0,4.75,297.84241,46.574268
1,1.0,0,0,0,0.008,46.4,3731.0,4.75,297.84241,46.574268
1,0.968,0,0,0,0.082,28.6,3731.0,4.75,297.84241,46.574268
1,0.996,0,0,0,0.162,45.3,3731.0,4.75,297.84241,46.574268
2,0.0,0,1,0,1.142,628.1,6161.0,4.281,292.93085,37.60664
2,0.0,0,0,1,1.215,42.9,5414.0,4.625,287.13388,37.83926
1,1.0,0,0,0,0.025,29.5,5687.0,4.538,292.26813,37.955639
2,0.0,0,0,1,0.022,39.7,4502.0,4.668,291.85382,37.74192
1,1.0,0,0,0,0.575,51.7,4252.0,4.64,291.90326,37.90229
1,1.0,0,0,0,0.741,67.5,5356.0,4.338,298.07944,44.746319
2,0.0,0,1,1,1.256,272.0,5286.0,4.604,290.63943,38.28463
1,0.934,0,0,0,0.291,318.3,5822.0,4.351,294.4335,38.35545
0,1.0,0,0,0,0.778,90.1,5822.0,4.351,294.4335,38.35545
2,0.0,0,1,1,1.284,180.6,6089.0,4.044,290.862,38.35358
2,0.0,0,1,0,0.74,56.0,6384.0,4.419,286.00031,38.284599
2,0.4808294015396076,0,0,0,1.2313,236.9,5973.0,4.465,293.02512,37.992641
2,0.0,0,0,1,1.27,365.7,5438.0,3.424,292.84213,47.483829
2,0.0,0,0,1,0.014,30.7,6341.0,4.446,296.69971,47.406731
0,0.894,0,0,0,0.9,61.9,5043.0,4.47,297.01483,47.486431
1,1.0,0,0,0,0.812,38.0,5333.0,4.62,287.65363,47.41481
1,1.0,0,0,0,0.219,35.1,5334.0,4.372,299.12753,47.59383
1,1.0,0,0,0,0.045,166.3,5739.0,4.518,286.48227,46.692451
1,0.875,0,1,0,0.512,4061.9,9107.0,3.867,286.97119,46.868359
1,1.0,0,0,0,0.066,794.3,6490.0,4.32,299.09753,43.497589
1,1.0,0,0,0,0.916,59.1,5926.0,4.532,288.21194,46.615002
1,1.0,0,0,0,0.838,39.3,5926.0,4.532,288.21194,46.615002
2,0.0,0,1,1,1.161,18.3,3687.0,4.813,291.10846,37.857792
2,0.0,0,0,1,1.165,35.4,5949.0,4.024,292.73627,37.560341
0,1.0,0,0,0,0.934,33.6,5821.0,4.108,292.29099,37.580799
0,0.997,0,0,0,0.067,19.3,6320.0,4.347,291.13849,37.859299
1,0.885,0,0,0,0.026,15.6,5959.0,4.46,293.25412,37.846191
1,1.0,0,0,0,0.715,249.7,4957.0,4.594,296.52429,39.24976
2,0.0,1,0,1,1.204,100.1,6151.0,3.92,292.58304,38.374378
1,0.994,0,0,0,0.015,43.2,5957.0,4.506,293.18454,37.969841
0,0.997,0,0,0,0.251,79.7,5681.0,4.551,287.61688,38.402321
0,0.4808294015396076,0,0,0,0.9243,62.5,5606.0,4.597,290.18304,38.321941
2,0.4808294015396076,0,0,0,0.9761,28.3,5903.0,4.546,290.89407,38.435032
1,1.0,0,0,0,0.018,147.2,5551.0,4.508,296.98102,43.209751
1,0.991,0,0,0,0.866,24.6,5334.0,4.372,299.12753,47.59383
1,0.961,0,0,0,0.349,25.6,5334.0,4.372,299.12753,47.59383
1,0.999,0,0,0,0.034,97.4,5751.0,4.34,288.86823,47.75943
1,1.0,0,0,0,0.524,34.7,5359.0,4.375,291.30222,47.697762
1,1.0,0,0,0,0.015,54.3,6321.0,4.434,289.4317,46.617531
1,1.0,0,0,0,0.494,120.9,4743.0,4.516,283.86603,46.789589
2,0.0,0,0,1,1.251,139.5,6108.0,4.443,282.35324,43.335129
0,1.0,0,0,0,0.123,60.0,4859.0,4.612,291.25449,36.74361
2,0.729,0,1,0,0.485,2981.3,2661.0,5.283,287.55972,46.957085
2,0.0,0,1,0,0.512,1642.2,5383.0,4.587,295.47067,44.010738
0,0.4808294015396076,0,0,0,0.9131,83.3,5009.0,3.755,291.97754,37.532551
2,0.0,0,0,1,4.246,130.0,5415.0,4.603,297.82956,41.141949
2,0.0,0,1,1,0.878,603.4,6631.0,4.145,292.76434,41.27528
2,0.0,0,1,0,0.842,2477.0,6208.0,3.959,297.52545,41.261841
2,0.0,0,1,1,0.911,294.8,5873.0,4.547,291.98337,41.555111
2,0.0,0,1,0,0.981,445.7,7066.0,4.094,295.94092,44.57835
2,0.0,0,1,1,1.199,36.7,5982.0,4.493,292.85608,38.37257
1,1.0,0,0,0,0.0,54.7,5778.0,4.285,291.57916,38.035831
2,0.0,1,0,1,0.018,52.4,4768.0,4.588,289.76483,38.35236
1,1.0,0,0,0,0.732,10.5,4983.0,4.617,294.11566,38.393478
1,1.0,0,0,0,0.979,31.7,5896.0,4.197,290.41327,38.34375
1,1.0,0,0,0,0.645,28.6,5359.0,4.375,291.30222,47.697762
2,0.0,0,0,1,1.225,88.8,3682.0,4.786,292.73892,47.49073
1,1.0,0,0,0,0.899,56.3,5357.0,4.498,291.06293,47.484798
1,1.0,0,0,0,0.454,11.4,5357.0,4.498,291.06293,47.484798
0,0.994,0,0,0,0.939,20.8,6063.0,4.47,296.13141,47.43882
2,0.0,1,0,1,0.639,86.3,5346.0,4.621,297.13327,47.628769
1,1.0,0,0,0,0.83,111.4,3292.0,5.215,292.21906,44.61916
1,0.0,0,0,0,0.81,150.4,3292.0,5.215,292.21906,44.61916
2,0.0,0,1,0,0.948,806.5,6211.0,4.269,294.41245,45.130852
1,1.0,0,0,0,0.785,56.9,3292.0,5.215,292.21906,44.61916
2,0.0,0,1,0,0.733,1293.1,10816.0,4.086,288.49948,47.996471
2,0.0,0,1,1,1.047,274.9,5730.0,4.417,290.11569,38.40419
2,0.4808294015396076,0,0,0,1.2507,207.4,6184.0,4.448,299.26038,41.420231
2,0.0,0,1,1,1.266,137.5,5962.0,4.479,295.16049,41.0793
2,0.0,1,0,1,1.239,149.3,6306.0,4.426,298.47424,41.07589
2,0.0,0,1,1,0.908,157.8,5766.0,4.352,297.52863,41.259911
2,0.0,0,1,1,1.04,124.3,6038.0,4.508,298.33893,41.073479
2,0.0,0,1,0,1.344,56.3,5122.0,4.659,298.20035,41.011688
1,1.0,0,0,0,0.545,40.8,5142.0,4.602,286.41,42.681549
1,1.0,0,0,0,0.694,29.3,5142.0,4.602,286.41,42.681549
0,0.921,0,0,0,0.442,13.2,5142.0,4.602,286.41,42.681549
1,0.998,0,0,0,0.004,51.8,4016.0,4.658,295.3045,42.475288
0,1.0,0,0,0,0.703,32.3,5310.0,4.608,281.60541,42.390419
1,0.907,0,0,0,0.796,161.5,5618.0,4.46,283.20917,48.777641
0,0.999,0,0,0,1.252,106.2,5618.0,4.46,283.20917,48.777641
1,0.999,0,0,0,0.891,31.1,3883.0,4.725,287.85773,48.774109
1,1.0,0,0,0,0.795,99.8,4815.0,4.631,290.95755,49.203812
0,0.997,0,0,0,0.196,49.4,5644.0,4.457,292.3515,48.511082
1,0.996,0,0,0,0.079,33.8,5761.0,4.091,294.21893,49.479221
0,1.0,0,0,0,0.041,46.9,5640.0,4.247,292.17859,42.005909
0,0.545,0,0,0,0.422,29.2,5640.0,4.247,292.17859,42.005909
1,1.0,0,0,0,0.368,48.9,5534.0,4.338,291.3905,42.180592
1,1.0,0,0,0,0.94,32.9,5534.0,4.338,291.3905,42.180592
1,1.0,0,0,0,0.943,60.9,4838.0,3.299,293.75836,41.871868
1,0.098,0,0,0,0.034,45.3,4838.0,3.299,293.75836,41.871868
1,1.0,0,0,0,0.204,23.3,5114.0,4.463,291.3909,48.065609
1,0.978,0,0,0,0.013,14.3,5114.0,4.463,291.3909,48.065609
1,1.0,0,0,0,0.015,22.1,5576.0,4.503,290.67615,48.294289
1,0.994,0,0,0,0.143,20.6,5576.0,4.503,290.67615,48.294289
1,0.95,0,0,0,0.04,17.4,5576.0,4.503,290.67615,48.294289
1,1.0,0,0,0,0.568,109.3,5788.0,4.323,295.16382,43.963039
1,1.0,0,0,0,0.633,26.4,5993.0,4.489,287.91635,42.437302
1,0.983,0,0,0,0.664,15.2,5993.0,4.489,287.91635,42.437302
1,1.0,0,0,0,0.269,26.2,5296.0,4.538,295.76614,42.424278
1,1.0,0,0,0,0.301,32.1,5296.0,4.538,295.76614,42.424278
